"Y";"log";"logReduit";"ridge";"lasso";"elastic";"foret";"adabo";"logibo";"svm";"pm";"arbre"
"0";0,0545084529966384;0,0907859156276617;0,0750884916982109;0,124738574941505;0,099184189785987;0,068;0,0739784629244253;0,105682640830907;0,0643708781706461;0,332868844270706;0,269767441860465
"1";0,839223702208934;0,845288277490829;0,816554725610527;0,781094639979409;0,796250408909748;0,74;0,779127329107053;0,704200984490078;0,806675622630947;0,321045398712158;0,682393555811277
"1";0,630789057136328;0,606308589005416;0,603977053803196;0,581340900000401;0,592205045153763;0,726;0,658472248361934;0,629376411722592;0,365973744138267;0,412342727184296;0,672897196261682
"0";0,0923792252763695;0,141811015959277;0,117790615346297;0,162710688879623;0,132591734098967;0,152;0,154588314681747;0,180229144598136;0,113345541256155;0,332868844270706;0,269767441860465
"1";0,778721135707798;0,426530426898217;0,72736118696584;0,536995760131004;0,549463813860547;0,488;0,579482354636363;0,594282959399946;0,723584142718552;0,329198390245438;0,754934210526316
"0";0,107864411545766;0,0772259347733926;0,117058686534699;0,111412700588169;0,0906151314720113;0,118;0,0877407617226015;0,0931932399625188;0,848659698821757;0,332899063825607;0,10890609874153
"0";0,0831173382876567;0,115681447619712;0,099925317646746;0,109965695182129;0,0973210306930244;0,17;0,0712154718099226;0,090814365030012;0,10053910000348;0,31771981716156;0,1734375
"0";0,0406938353768948;0,0843268796467742;0,0675630908793671;0,110907953222064;0,089982245330611;0,294;0,0766806874801209;0,10530960664672;0,0897380701925553;0,321045398712158;0,1734375
"0";0,0525643247575476;0,0625942265471516;0,0641689824083123;0,0910748307868676;0,0777606697323527;0,156;0,0511421455874359;0,07815064452925;0,102593768043655;0,321045398712158;0,1734375
"1";0,648169414955281;0,655701541884298;0,590138229824157;0,563591380888402;0,582446727539038;0,562;0,598579914280881;0,6478169102018;0,412177283309091;0,332899063825607;0,38961038961039
"1";0,681414524714191;0,679251216676765;0,579621764439774;0,586926422464287;0,565176140274812;0,55;0,600492545580619;0,568003360539438;0,64338818703577;0,595501244068146;0,667647058823529
"0";0,718152631752685;0,485206384506363;0,519921630843727;0,479631610164724;0,459300584637441;0,49;0,568172273113044;0,528112184091984;0,575194042828;0,338735848665237;0,466666666666667
"1";0,663969512454192;0,782776877988488;0,703055490383896;0,760036432651048;0,707529232036391;0,634;0,81072145911096;0,755562484056827;0,653889552546241;0,31771981716156;0,682393555811277
"0";0,0827857655342393;0,116386165364189;0,122537649455443;0,191991089110509;0,110362661862123;0,36;0,176437242925704;0,158230175461738;0,0552700861327241;0,329198390245438;0,328155339805825
"0";0,453136768862181;0,503251599098538;0,414845410480859;0,459556675859021;0,452398335747913;0,466;0,415810669640267;0,448003780099531;0,442662790236218;0,329198390245438;0,466666666666667
"1";0,580620711693479;0,530173934182878;0,488255245811055;0,492984688973909;0,482728481559632;0,452;0,405664400261539;0,399650808660399;0,512854464778828;0,417652666568756;0,30225988700565
"0";0,0716860974690373;0,0617859603522073;0,114506352089254;0,100688245902306;0,0842725984305418;0,086;0,0530681540976522;0,0826250040082073;0,129042914978154;0,329198390245438;0,150265957446809
"0";0,014097443296815;0,0207085334161252;0,0216038118390953;0,0410435486734016;0,0262288292006377;0,052;0,0318683350553126;0,0578112750746948;0,0265769831329149;0,332868844270706;0,149889135254989
"1";0,522079173309812;0,482899446132651;0,551166556124503;0,571094757411082;0,569975784497637;0,412;0,536151627031545;0,564912436940923;0,347917336514677;0,332899063825607;0,672897196261682
"0";0,0690478040923353;0,0625024397513181;0,0939139999235342;0,0985007712261974;0,0852048894636019;0,14;0,0770154609074853;0,114895565005264;0,116080342761288;0,332868844270706;0,149889135254989
"0";0,0765175302939935;0,0772884907098218;0,10365733243178;0,102574402741997;0,101112206472626;0,094;0,0654552702093684;0,0939454324637608;0,222397075935671;0,321045398712158;0,1734375
"0";0,208789349123576;0,227449872358901;0,211421535015082;0,237103426586426;0,229400306095877;0,314;0,201387394060544;0,190055564082493;0,227693688045931;0,329198390245438;0,150265957446809
"1";0,8883854293909;0,874151344629067;0,844498563604339;0,795383151057806;0,82247269788187;0,736;0,865348672641081;0,789788821362391;0,130415325409938;0,332899063825607;0,672897196261682
"0";0,138335478909184;0,106584576407622;0,16498325540508;0,108594800326589;0,123431145726666;0,206;0,0845792239840721;0,113464710003309;0,195230375122965;0,332868844270706;0,149889135254989
"0";0,60036777278504;0,630183703085121;0,520230226239549;0,59365024247026;0,560275247841294;0,506;0,604504352726446;0,512536975104511;0,528130946348799;0,321045398712158;0,682393555811277
"1";0,854233139256682;0,863262434989732;0,848013815317847;0,820364603593429;0,843561161727681;0,764;0,81574703010355;0,774201102189887;0,143996359505005;0,332899063825607;0,672897196261682
"0";0,040656487860468;0,0346441810586667;0,0573479506942248;0,0592038840104517;0,0480930830995829;0,136;0,0351984014589688;0,0603215929716317;0,940932865687586;0,332899063825607;0,10890609874153
"0";0,0382937531484226;0,0472397131750096;0,0707996676862722;0,0761363654032051;0,0628808466182052;0,082;0,0370108614947565;0,0595867562406739;0,0917955755744544;0,312147527933121;0,149889135254989
"0";0,0163606022748509;0,0214763467472569;0,0301884576654745;0,0395990922550468;0,0293283027257905;0,042;0,0310197381102741;0,0579550889071336;0,0427193964635624;0,321045398712158;0,1734375
"1";0,656694219984659;0,755832672044564;0,645170418427034;0,63302028073547;0,650943809530719;0,658;0,712097324109257;0,686381151073932;0,593661151859505;0,321045398712158;0,682393555811277
"0";0,0524552535851983;0,0545795865551343;0,059410431399274;0,0839042183846897;0,070686271771391;0,016;0,0619572329437616;0,0898280861547624;0,0581066437795767;0,332868844270706;0,149889135254989
"0";0,0725469781721928;0,0972151102591671;0,092368154142552;0,117550236681393;0,103539881400056;0,186;0,0777165760747915;0,0932635829054221;0,0772980672876886;0,321045398712158;0,1734375
"0";0,155927199213839;0,139649590882594;0,15108911806253;0,162571772996081;0,144113207365526;0,218;0,167668443812453;0,138698980779845;0,141931561726307;0,338735848665237;0,328155339805825
"0";0,878115611389746;0,824892238146745;0,828108089779377;0,705554993503059;0,809575643926654;0,788;0,798233047108437;0,739376210039673;0,172413775658479;0,332899063825607;0,672897196261682
"0";0,0569771102379673;0,0843547755589625;0,0786035507104318;0,0887713998347145;0,0739548430128671;0,098;0,058711409738206;0,0766724975745631;0,119702793547032;0,332868844270706;0,149889135254989
"0";0,22420195544002;0,23286318231925;0,281348606665034;0,330390862984284;0,302188243917989;0,29;0,300941777576771;0,341202397101244;0,271635012672955;0,329198390245438;0,150265957446809
"1";0,826431536670923;0,858380804932655;0,789733316149487;0,748893335751099;0,784165035788272;0,63;0,560027803882425;0,544103540759263;0,740958547943134;0,329198390245438;0,466666666666667
"0";0,037088823962677;0,0635693711316362;0,0419129720702375;0,0799201256766264;0,0598189311476315;0,066;0,0426709568626692;0,0752845319331834;0,0415102952507259;0,332868844270706;0,149889135254989
"1";0,842414302722134;0,448940198761298;0,684022992073567;0,478341773549655;0,652122397103382;0,356;0,314384415222619;0,314862328371338;0,723549405518714;0,332868844270706;0,149889135254989
"0";0,0105806508670107;0,0163358405790865;0,0216870455059876;0,0485232648408352;0,0242121874234628;0,028;0,0366670914628515;0,0513279303976827;0,0256050567828741;0,338735848665237;0,150265957446809
"1";0,765503675792335;0,445962356396011;0,738539428708354;0,588098192906973;0,715936555547212;0,486;0,547669432823438;0,54789830928852;0,723028923532048;0,332868844270706;0,269767441860465
"0";0,22276338364664;0,22530727667613;0,2231949576086;0,217909607730359;0,22818011375064;0,244;0,180996214772244;0,203449692723188;0,228432620359486;0,332868844270706;0,149889135254989
"1";0,281339162247143;0,319502996349606;0,27676628762694;0,289170313062676;0,275175318844633;0,274;0,242013943491817;0,217302806235885;0,247072019762849;0,332868844270706;0,667647058823529
"0";0,252725504639893;0,395631499364352;0,276946543107918;0,32734272601173;0,280001584938994;0,304;0,21378236670328;0,234111567794175;0,806993348162373;0,332899063825607;0,10890609874153
"0";0,0355233683857738;0,0794411623127688;0,0637175746257012;0,103464832119848;0,0781850608749482;0,12;0,0764601390755091;0,104713820461374;0,0737647684182561;0,321045398712158;0,1734375
"1";0,0847413840072559;0,0838966968315617;0,0891894021320606;0,110164018545282;0,0849771230924253;0,16;0,0767899790215254;0,0996264217075603;0,109991244340152;0,321045398712158;0,1734375
"0";0,387378814828417;0,3692231192464;0,363899732711677;0,309395900450493;0,356633393246167;0,396;0,287854824487433;0,227480132261293;0,698389101179313;0,332899063825607;0,10890609874153
"0";0,084309357902049;0,0707998009932263;0,0910642647222402;0,117859804933956;0,104938403109688;0,02;0,0779106659068566;0,0949494999560379;0,102624660497543;0,338735848665237;0,150265957446809
"0";0,0145598271476182;0,011324852751902;0,0279978228792514;0,0261387867110597;0,0238432177226576;0,056;0,0327784936742979;0,0584200778360308;0,0345548440673339;0,332868844270706;0,149889135254989
"0";0,0366828756832389;0,0574010972556991;0,050225231306963;0,0883482626253298;0,0629734993305704;0,066;0,0845182315120179;0,094749302954224;0,954085747798077;0,332899063825607;0,10890609874153
"0";0,696810541504346;0,689582247771102;0,659736715888001;0,580706622862548;0,662523152739606;0,604;0,702136512681879;0,665007902882024;0,640420477582928;0,329198390245438;0,754934210526316
"0";0,352078389157872;0,454302807519478;0,327759865910439;0,396957824267888;0,394946073503396;0,336;0,314774703911779;0,368058765207462;0,272497840658842;0,321045398712158;0,1734375
"0";0,0141428325235805;0,0323048691618286;0,0277173725396092;0,0561917037353386;0,0355230783434132;0,058;0,0413913691365847;0,0738272368080317;0,0258778485007225;0,332868844270706;0,149889135254989
"1";0,327844277121707;0,458815166855976;0,426456019900861;0,518829053829745;0,475425836404037;0,498;0,520714396184254;0,591598081542262;0,384519507302325;0,338735848665237;0,783018867924528
"0";0,12682786638414;0,0922437695803457;0,0992627732646483;0,103817797396282;0,085900401223177;0,1;0,0982028718419736;0,129944673070197;0,120573008869817;0,321045398712158;0,1734375
"1";0,916221508708994;0,903316674537091;0,897902093065757;0,827625925366953;0,88469382929052;0,764;0,826443019580263;0,800693096105437;0,892640063410074;0,312147527933121;0,667647058823529
"0";0,130679884724382;0,241722939666287;0,145538475356402;0,248756489198944;0,20493014359097;0,388;0,249549631016636;0,247344607303969;0,163922101734804;0,332868844270706;0,269767441860465
"0";0,0296435119159894;0,0405997826977031;0,0557926296973575;0,0851151487352396;0,0588725459581018;0,032;0,041964830866104;0,0593928222425692;0,0509759695336134;0,338735848665237;0,150265957446809
"1";0,817893789005882;0,659594893486137;0,769404954747899;0,674804795560057;0,74724187744214;0,682;0,765635223416356;0,696600672965131;0,243663547469749;0,332899063825607;0,672897196261682
"0";0,240470816788243;0,269608552739968;0,275715483213297;0,243784691197946;0,28693656805691;0,268;0,252423303034045;0,254214805027857;0,22460499284006;0,332868844270706;0,269767441860465
"0";0,125164164759467;0,152621399785821;0,114463600703264;0,164793667693931;0,116031683421646;0,124;0,104641659263871;0,118607295994272;0,173248404010653;0,338735848665237;0,150265957446809
"1";0,585208764894517;0,484001493186131;0,585042608840244;0,601853169952149;0,601433134492822;0,654;0,540264513062535;0,599124999185695;0,406793494272805;0,332899063825607;0,30225988700565
"0";0,1595892112004;0,128317079272428;0,168192343551115;0,159988029887513;0,148549816094636;0,16;0,0732811549276802;0,123232161457439;0,778799944670877;0,477200329303741;0,10890609874153
"0";0,109388151636251;0,0896483476454031;0,109186219154144;0,114196757943029;0,101775143200818;0,142;0,0622697005966082;0,100787613249876;0,845303142567256;0,332899063825607;0,10890609874153
"0";0,0375321186181266;0,0395065103445738;0,0594473248770231;0,0664097884959523;0,0629874965159901;0,176;0,0745546344694164;0,101205812881622;0,0736687997747849;0,321045398712158;0,1734375
"1";0,638398365100611;0,548502130347909;0,53218170939129;0,40223011136079;0,447940746067467;0,432;0,38839870496004;0,429148170611944;0,510895212398521;0,321045398712158;0,355498721227621
"0";0,725921945855448;0,569357953114778;0,685668992690062;0,543261127861819;0,628013845639041;0,558;0,564569069647362;0,613026960613888;0,36726136390543;0,332899063825607;0,574850299401198
"1";0,740917163367069;0,720388422761249;0,64604117400073;0,656451963548425;0,660347509691558;0,528;0,672057146488528;0,639713879604701;0,183224891783543;0,280930548906326;0,672897196261682
"0";0,0592331997948176;0,0721985857791454;0,0773668195647519;0,0966338738579222;0,0730864138064677;0,116;0,0617112872787297;0,0751691403555463;0,906607209131899;0,332899063825607;0,10890609874153
"0";0,288769813168282;0,390643429989154;0,265735363427954;0,338941855159529;0,292726963606295;0,318;0,397713179765298;0,333609463984419;0,299743217650245;0,321045398712158;0,682393555811277
"0";0,0664576698356721;0,0437602946715826;0,0974501750777605;0,10087347756091;0,0901149065908175;0,15;0,0690307726185378;0,0945366967810613;0,898729249408154;0,332899063825607;0,10890609874153
"1";0,581459699282805;0,591648236138693;0,61687755464762;0,490035787106526;0,584222375435917;0,572;0,574218924205057;0,546995502087775;0,369904254332148;0,332899063825607;0,672897196261682
"0";0,0943306618485372;0,0860744518258568;0,100963493839172;0,143181116559402;0,108428894676418;0,118;0,0839932676081913;0,108410193369163;0,106870738760446;0,312147527933121;0,269767441860465
"1";0,714589339577176;0,669820078536468;0,659036911803774;0,580179956785673;0,638039462675173;0,612;0,711147550627155;0,627197059485995;0,37258943530077;0,412342727184296;0,743243243243243
"0";0,146036222834401;0,127871334989182;0,140844133449655;0,15571114795832;0,143312423382503;0,156;0,0891406568677719;0,126297192879878;0,835018337849294;0,332899063825607;0,10890609874153
"0";0,400185576128398;0,467293912882467;0,359163353207563;0,386656386111129;0,406399729641789;0,462;0,367950535262625;0,37743570669282;0,460765330710181;0,356525927782059;0,533936651583711
"0";0,149266045540956;0,0640739849385557;0,132788430260195;0,0990586483348351;0,100808945280214;0,116;0,0546217428490953;0,0702913171229019;0,135680067205938;0,329198390245438;0,150265957446809
"0";0,406463387605423;0,232788150701702;0,354585946906695;0,363241178486794;0,3581169932827;0,364;0,39925354385444;0,362640998290673;0,347533843034127;0,329198390245438;0,150265957446809
"1";0,0904340828469983;0,0747958365379958;0,102729602729201;0,146288151527268;0,102514996272721;0,174;0,102498572469264;0,170641060074738;0,880126581309324;0,332899063825607;0,10890609874153
"0";0,0862618474371143;0,0980251582299843;0,1067888403132;0,104816734649598;0,0848230488322327;0,114;0,0829263474700442;0,0832342100031525;0,111478839728865;0,332868844270706;0,149889135254989
"0";0,89944080791123;0,815213791350859;0,861339200151874;0,845284762253987;0,858173963515357;0,52;0,604142380575781;0,614467487576938;0,851139958665283;0,321045398712158;0,562841530054645
"0";0,0178422598727192;0,028016292800462;0,0345111203470202;0,0531033123237923;0,0388362501838194;0,024;0,0404750313077271;0,0618164910353715;0,0354455285713505;0,49246683716774;0,149889135254989
"0";0,0390124772323794;0,056378241151633;0,0672104089522264;0,0693540467278885;0,0612208158395897;0,254;0,0563250744415762;0,0729183045834322;0,0863335031033233;0,326354146003723;0,1734375
"1";0,730164380985037;0,732504643098845;0,63319489010851;0,713662417162846;0,735671178928936;0,684;0,775969415520104;0,736641335154646;0,745383189278239;0,329198390245438;0,642585551330798
"1";0,448895172073559;0,508022344229788;0,533972330713633;0,410873039747304;0,46788200872832;0,624;0,481341897512898;0,533415686003057;0,494390883346837;0,533259630203247;0,149889135254989
"0";0,621937591599782;0,691898821816169;0,634699189229139;0,648431113356794;0,652331346844544;0,676;0,6528789303943;0,619189121298835;0,385550057367094;0,332899063825607;0,672897196261682
"1";0,670724367614159;0,468889808923369;0,67357283209352;0,579237021971388;0,65082050757216;0,526;0,614441223342716;0,577273636623049;0,6878256569811;0,329198390245438;0,391304347826087
"0";0,396566076942777;0,441225074933671;0,430112421200138;0,387824925565992;0,388827441665806;0,494;0,448309735437235;0,442594664956447;0,414701724672952;0,332868844270706;0,667647058823529
"0";0,0271405249689708;0,0323328984286461;0,0475521873900233;0,0674361622483243;0,0472964759909197;0,106;0,0556196214044892;0,0794601293551271;0,944440173379308;0,332899063825607;0,10890609874153
"0";0,0941754263272038;0,0723214440125619;0,0804221998351118;0,100130182298293;0,0943312926822799;0,056;0,0553599755362818;0,0773992071357999;0,116724604442736;0,332868844270706;0,149889135254989
"1";0,840322457136846;0,887678386616208;0,835977188216267;0,846204200305626;0,862497750986548;0,724;0,691642619475539;0,684397250733071;0,847404262321226;0,338735848665237;0,754934210526316
"0";0,072772063194329;0,0672414182758504;0,0919875910230571;0,0963127947105803;0,0949154850158399;0,052;0,0815056111656034;0,0814553152917751;0,0836521972175093;0,321045398712158;0,1734375
"0";0,762193162230459;0,656995106904691;0,602122645989472;0,57362579220636;0,59017155763912;0,402;0,422385158707784;0,49686622413919;0,260733052742968;0,332899063825607;0,672897196261682
"0";0,00512659093094638;0,0112221254893316;0,00923792922896338;0,0237425697858612;0,0164002618095863;0,068;0,0312055201427053;0,0605850792380384;0,0170504664103241;0,321045398712158;0,1734375
"1";0,889998482811518;0,712278094824971;0,837519469391465;0,739360727138014;0,8279412494949;0,564;0,675433835907031;0,710272884436877;0,911693984934165;0,338735848665237;0,754934210526316
"0";0,0233654829151178;0,0338682381184942;0,0449936454362067;0,067000463946978;0,0412172439577587;0,046;0,0411732058590348;0,0708590610266065;0,939368542699448;0,332899063825607;0,10890609874153
"1";0,921747360306372;0,902260552245607;0,910014249564543;0,884845651199358;0,911086152511999;0,766;0,824458337341842;0,851632145754227;0,889131548452853;0,332868844270706;0,667647058823529
"1";0,474718088084055;0,475498643169652;0,472652686723309;0,415478786065744;0,501109523720551;0,386;0,590557635736245;0,516928886573097;0,399221686281718;0,329198390245438;0,150265957446809
"0";0,0297171143819774;0,039256131816291;0,0448395783114821;0,0829414946551162;0,0448617579469831;0,066;0,0598834734240836;0,0683074900736171;0,0411008258922577;0,338735848665237;0,150265957446809
"1";0,854420132393394;0,80382286870943;0,804306314483052;0,79302436655693;0,828831302478567;0,652;0,794868645136608;0,806148737127151;0,866536595557141;0,329198390245438;0,642585551330798
"0";0,387805347743994;0,487833853763964;0,365361262707327;0,366636612182219;0,360250610718753;0,336;0,356730482762324;0,383443587422898;0,434764923038788;0,312147527933121;0,667647058823529
"0";0,108539809357168;0,161933855014217;0,145767967284362;0,15545232790056;0,145252813496368;0,128;0,100573079488417;0,116091364396115;0,142051716481835;0,321045398712158;0,1734375
"1";0,436303608171621;0,513592278798141;0,46603948374903;0,489500061912667;0,472842970965594;0,602;0,530985221846343;0,483128597467401;0,516036011947969;0,332899063825607;0,672897196261682
"0";0,568087711482661;0,625590979561567;0,57369851935035;0,50588905300716;0,53928170736579;0,586;0,469643839725662;0,503584561764398;0,551283495666621;0,332868844270706;0,149889135254989
"1";0,418120719033908;0,227476720343262;0,386520737020177;0,267112176894601;0,292155163569871;0,482;0,397213632524334;0,386985666896888;0,508287676073141;0,456457108259201;0,150265957446809
"0";0,813221812126989;0,686934618047807;0,805944609498638;0,618843108132559;0,758953522711306;0,652;0,537234863334416;0,648518765778374;0,832399116891833;0,429616659879684;0,150265957446809
"0";0,166681202380611;0,196092111841166;0,176232406215181;0,205993454421865;0,185634925023641;0,228;0,198839921453858;0,16928459109551;0,193673857558764;0,321045398712158;0,1734375
"0";0,0301412633953818;0,0398626323671407;0,0374034943164278;0,0660419977997799;0,0384505236067848;0,018;0,0374701558479445;0,0558802388109405;0,951175266593636;0,332899063825607;0,10890609874153
"1";0,752653134472583;0,746669924757619;0,642886676615653;0,533228185235802;0,581698803021652;0,554;0,607598418283844;0,640231165080056;0,472691362187002;0,332899063825607;0,38961038961039
"0";0,592400540943045;0,625918018987178;0,540334947332432;0,522876443764819;0,549405717512552;0,466;0,523009816346785;0,49296827998983;0,434656243297291;0,332899063825607;0,672897196261682
"0";0,019364936125942;0,053177750932749;0,0365776111730774;0,130677447358873;0,0781998717287555;0,38;0,162141816764353;0,117424998323726;0,0683498963830392;0,482887864112854;0,1734375
"0";0,0446893785183976;0,0867663618675757;0,0623181394938307;0,117107332019474;0,0745839302767502;0,034;0,0640432139428323;0,0791529250779667;0,0684570996978724;0,332868844270706;0,149889135254989
"0";0,143369863963745;0,143760314756785;0,210667229843244;0,178191392162219;0,164355396107835;0,298;0,108840407892136;0,198409624527641;0,242734465854813;0,332868844270706;0,149889135254989
"0";0,119638621964903;0,0645326188576844;0,152117416147274;0,15458262675263;0,137824369074246;0,216;0,0941973406229377;0,135466153050503;0,161014383702492;0,321045398712158;0,1734375
"1";0,653902555676116;0,684894822634237;0,627245857432351;0,632853956255997;0,645504395764113;0,58;0,626337574319264;0,626229528693763;0,651240688194636;0,321045398712158;0,682393555811277
"1";0,961823447402916;0,97932742211371;0,949811724440163;0,952561898304296;0,958362778696993;0,676;0,792015100077524;0,77486814031272;0,954958162368945;0,332868844270706;0,667647058823529
"0";0,0396753388124603;0,04100326669799;0,0718890499829648;0,0957562877376578;0,0680969417657043;0,112;0,0764117240630554;0,0818626992040638;0,085186395205552;0,338735848665237;0,150265957446809
"0";0,260738495052911;0,293155909177487;0,250576007930856;0,271537654689687;0,263309558432201;0,332;0,263837175058019;0,295591406079425;0,207569533566016;0,338735848665237;0,150265957446809
"1";0,840416028577992;0,806237236964175;0,846809242686951;0,803502799598012;0,87644448286567;0,538;0,81331497347201;0,864739979172142;0,860505906566805;0,329198390245438;0,754934210526316
"0";0,103718598061958;0,0887747530684499;0,128519047781129;0,128217502088491;0,130896663177149;0,228;0,110220998604472;0,11039716529475;0,148165071703582;0,321045398712158;0,1734375
"1";0,104283335954388;0,121062760545864;0,136995982511331;0,132698606114282;0,128172787009482;0,224;0,142904809409769;0,134381720023552;0,923843812426858;0,295704305171967;0,10890609874153
"1";0,664374104306706;0,67651461619104;0,637413758291002;0,606724562447822;0,641611057848912;0,692;0,686035964759786;0,654675711076525;0,355377967093457;0,332899063825607;0,672897196261682
"1";0,658714649149137;0,695480189127852;0,663236440876555;0,71481334263168;0,71957047190696;0,642;0,700367538509912;0,65690304414516;0,317904396209597;0,332899063825607;0,672897196261682
"0";0,313451545314614;0,189924079791737;0,26437071868235;0,227817038573354;0,229238406357977;0,258;0,15275855330807;0,215832016760178;0,295318687618716;0,321045398712158;0,1734375
"0";0,537780031820558;0,500627102190187;0,446299574845584;0,364331010559012;0,42814758390418;0,482;0,434352162436952;0,445520637806637;0,503515206016682;0,329198390245438;0,328155339805825
"0";0,641695232500292;0,656610666160523;0,6945776676012;0,595764630677974;0,668667101847985;0,652;0,633390856055958;0,747211277632309;0,594240129086544;0,312147527933121;0,149889135254989
"0";0,834573903057186;0,767744846616813;0,804374564643845;0,753617516993643;0,790819893268209;0,632;0,815792745498037;0,767859014700433;0,196057788607642;0,332899063825607;0,672897196261682
"0";0,0667886163882798;0,0647565534822105;0,0809670880396007;0,0780775399289465;0,0747639989223178;0,098;0,0904338208015126;0,109449253680637;0,109668576875212;0,321045398712158;0,1734375
"0";0,621493626121589;0,538456143876139;0,47990865601541;0,466364742150721;0,453776524110968;0,472;0,513101131159671;0,454931943705004;0,57273375087752;0,332868844270706;0,667647058823529
"0";0,462422137921664;0,327105153877278;0,430930533170165;0,320499485028456;0,342719661234166;0,406;0,314432012391269;0,25048448268886;0,43510279893142;0,332868844270706;0,667647058823529
"1";0,646397260516857;0,702118405448569;0,785702876812523;0,75487986926199;0,791405006731115;0,606;0,604702709945432;0,676966938485124;0,638348323402296;0,31771981716156;0,1734375
"1";0,622867307372062;0,534320470849863;0,586049493545031;0,436761338121137;0,508973759595412;0,52;0,36945814370651;0,39257760859953;0,602590957065207;0,338735848665237;0,150265957446809
"1";0,670693684684181;0,429815723041387;0,617038195201983;0,491036730713085;0,578948648898748;0,498;0,409832644969812;0,381828046893207;0,708735361013229;0,332868844270706;0,149889135254989
"1";0,547710499481471;0,58144667894771;0,516339477864966;0,499741028425868;0,493809515250439;0,498;0,547066209224555;0,533845836216057;0,502473118444065;0,332899063825607;0,672897196261682
